Year,Sport,Discipline,Medal,Country,Author,AuthorId
1960,CAN,mens-kayak-singles-1000-metres,Bronze,SWE,Gert Fredriksson,gert-fredriksson-1
1956,CAN,mens-kayak-singles-1000-metres,Gold,SWE,Gert Fredriksson,gert-fredriksson-1
1956,CAN,mens-kayak-singles-1000-metres,Silver,URS,Igor Pisarev,igor-pisarev-1
1956,CAN,mens-kayak-singles-1000-metres,Bronze,HUN,Lajos Kiss,lajos-kiss-1
1952,CAN,mens-kayak-singles-1000-metres,Gold,SWE,Gert Fredriksson,gert-fredriksson-1
1952,CAN,mens-kayak-singles-1000-metres,Silver,FIN,Thorvald StrÃ¶mberg,thorvald-stromberg-1
1952,CAN,mens-kayak-singles-1000-metres,Bronze,FRA,Louis Gantois,louis-gantois-1
1948,CAN,mens-kayak-singles-1000-metres,Gold,SWE,Gert Fredriksson,gert-fredriksson-1
1948,CAN,mens-kayak-singles-1000-metres,Silver,DEN,Frederik Kobberup Andersen,frederik-kobberup-andersen-1
1948,CAN,mens-kayak-singles-1000-metres,Bronze,FRA,Henri Eberhardt,henri-eberhardt-1
1936,CAN,mens-kayak-singles-1000-metres,Gold,AUT,Gregor Hradetzky,gregor-hradetzky-1
1936,CAN,mens-kayak-singles-1000-metres,Silver,GER,Helmut CÃ¤mmerer,helmut-cammerer-1
1936,CAN,mens-kayak-singles-1000-metres,Bronze,NED,Jaap Kraaier,jaap-kraaier-1
1956,CAN,mens-kayak-singles-10000-metres,Gold,SWE,Gert Fredriksson,gert-fredriksson-1
1956,CAN,mens-kayak-singles-10000-metres,Silver,HUN,Ferenc Hatlaczky,ferenc-hatlaczky-1
1956,CAN,mens-kayak-singles-10000-metres,Bronze,GER,Michel Scheuer,michel-scheuer-1
1952,CAN,mens-kayak-singles-10000-metres,Gold,FIN,Thorvald StrÃ¶mberg,thorvald-stromberg-1
1952,CAN,mens-kayak-singles-10000-metres,Silver,SWE,Gert Fredriksson,gert-fredriksson-1
1952,CAN,mens-kayak-singles-10000-metres,Bronze,GER,Michel Scheuer,michel-scheuer-1
1948,CAN,mens-kayak-singles-10000-metres,Gold,SWE,Gert Fredriksson,gert-fredriksson-1
1948,CAN,mens-kayak-singles-10000-metres,Silver,FIN,Kurt Wires,kurt-wires-1
1948,CAN,mens-kayak-singles-10000-metres,Bronze,NOR,Eivind Skabo,eivind-skabo-1
1936,CAN,mens-kayak-singles-10000-metres,Gold,GER,Ernst Krebs,ernst-krebs-1
1936,CAN,mens-kayak-singles-10000-metres,Silver,AUT,Fritz Landertinger,fritz-landertinger-1
1936,CAN,mens-kayak-singles-10000-metres,Bronze,USA,Ernie Riedel,ernie-riedel-1
2012,CAN,mens-kayak-singles-200-metres,Gold,GBR,Ed McKeever,ed-mckeever-1
2012,CAN,mens-kayak-singles-200-metres,Silver,ESP,SaÃºl Craviotto,saul-craviotto-1
2012,CAN,mens-kayak-singles-200-metres,Bronze,CAN,Mark de Jonge,mark-de-jonge-1
2008,CAN,mens-kayak-singles-500-metres,Gold,AUS,Ken Wallace,ken-wallace-1
2008,CAN,mens-kayak-singles-500-metres,Silver,CAN,Adam Van Koeverden,adam-van-koeverden-1
2008,CAN,mens-kayak-singles-500-metres,Bronze,GBR,Tim Brabants,tim-brabants-1
2004,CAN,mens-kayak-singles-500-metres,Gold,CAN,Adam Van Koeverden,adam-van-koeverden-1
2004,CAN,mens-kayak-singles-500-metres,Silver,AUS,Nathan Baggaley,nathan-baggaley-1
2004,CAN,mens-kayak-singles-500-metres,Bronze,GBR,Ian Wynne,ian-wynne-1
2000,CAN,mens-kayak-singles-500-metres,Gold,NOR,Knut Holmann,knut-holmann-1
2000,CAN,mens-kayak-singles-500-metres,Silver,BUL,Petar Merkov,petar-merkov-1
2000,CAN,mens-kayak-singles-500-metres,Bronze,ISR,Michael Kolganov,michael-kolganov-1
1996,CAN,mens-kayak-singles-500-metres,Gold,ITA,Antonio Rossi,antonio-rossi-1
1996,CAN,mens-kayak-singles-500-metres,Silver,NOR,Knut Holmann,knut-holmann-1
1996,CAN,mens-kayak-singles-500-metres,Bronze,POL,Piotr Markiewicz,piotr-markiewicz-1
1992,CAN,mens-kayak-singles-500-metres,Gold,FIN,Mikko Kolehmainen,mikko-kolehmainen-1
1992,CAN,mens-kayak-singles-500-metres,Silver,HUN,Zsolt Gyulay,zsolt-gyulay-1
1992,CAN,mens-kayak-singles-500-metres,Bronze,NOR,Knut Holmann,knut-holmann-1
1988,CAN,mens-kayak-singles-500-metres,Gold,HUN,Zsolt Gyulay,zsolt-gyulay-1
1988,CAN,mens-kayak-singles-500-metres,Silver,GDR,Andreas StÃ¤hle,andreas-stahle-1
1988,CAN,mens-kayak-singles-500-metres,Bronze,NZL,Paul MacDonald,paul-macdonald-1
1984,CAN,mens-kayak-singles-500-metres,Gold,NZL,Ian Ferguson,ian-ferguson-1
1984,CAN,mens-kayak-singles-500-metres,Silver,SWE,Lars-Erik Moberg,lars-erik-moberg-1
1984,CAN,mens-kayak-singles-500-metres,Bronze,FRA,Bernard BrÃ©geon,bernard-bregeon-1
1980,CAN,mens-kayak-singles-500-metres,Gold,URS,Vladimir Parfenovich,vladimir-parfenovich-1
1980,CAN,mens-kayak-singles-500-metres,Silver,AUS,John Sumegi,john-sumegi-1
1980,CAN,mens-kayak-singles-500-metres,Bronze,ROU,Vasile DÃ®ba,vasile-diba-1
1976,CAN,mens-kayak-singles-500-metres,Gold,ROU,Vasile DÃ®ba,vasile-diba-1
1976,CAN,mens-kayak-singles-500-metres,Silver,HUN,ZoltÃ¡n Sztanity,zoltan-sztanity-1
1976,CAN,mens-kayak-singles-500-metres,Bronze,GDR,RÃ¼diger Helm,rudiger-helm-1
2012,CAN,mens-kayak-singles-slalom,Gold,ITA,Daniele Molmenti,daniele-molmenti-1
2012,CAN,mens-kayak-singles-slalom,Silver,CZE,VavÅinec HradÃ­lek,vavrinec-hradilek-1
2012,CAN,mens-kayak-singles-slalom,Bronze,GER,Hannes Aigner,hannes-aigner-1
2008,CAN,mens-kayak-singles-slalom,Gold,GER,Alexander Grimm,alexander-grimm-1
2008,CAN,mens-kayak-singles-slalom,Silver,FRA,Fabien LefÃ¨vre,fabien-lefevre-1
2008,CAN,mens-kayak-singles-slalom,Bronze,TOG,Benjamin Boukpeti,benjamin-boukpeti-1
2004,CAN,mens-kayak-singles-slalom,Gold,FRA,BenoÃ®t Peschier,benoit-peschier-1
2004,CAN,mens-kayak-singles-slalom,Silver,GBR,Campbell Walsh,campbell-walsh-1
2004,CAN,mens-kayak-singles-slalom,Bronze,FRA,Fabien LefÃ¨vre,fabien-lefevre-1
2000,CAN,mens-kayak-singles-slalom,Gold,GER,Thomas Schmidt,thomas-schmidt-1
2000,CAN,mens-kayak-singles-slalom,Silver,GBR,Paul Ratcliffe,paul-ratcliffe-1
2000,CAN,mens-kayak-singles-slalom,Bronze,ITA,Pierpaolo Ferrazzi,pierpaolo-ferrazzi-1
1996,CAN,mens-kayak-singles-slalom,Gold,GER,Oliver Fix,oliver-fix-1
1996,CAN,mens-kayak-singles-slalom,Silver,SLO,AndraÅ¾ Vehovar,andraz-vehovar-1
1996,CAN,mens-kayak-singles-slalom,Bronze,GER,Thomas Becker,thomas-becker-1
1992,CAN,mens-kayak-singles-slalom,Gold,ITA,Pierpaolo Ferrazzi,pierpaolo-ferrazzi-1
1992,CAN,mens-kayak-singles-slalom,Silver,FRA,Sylvain Curinier,sylvain-curinier-1
1992,CAN,mens-kayak-singles-slalom,Bronze,GER,Jochen Lettmann,jochen-lettmann-1
1972,CAN,mens-kayak-singles-slalom,Gold,GDR,Siegbert Horn,siegbert-horn-1
1972,CAN,mens-kayak-singles-slalom,Silver,AUT,Norbert Sattler,norbert-sattler-1
1972,CAN,mens-kayak-singles-slalom,Bronze,GDR,Harald Gimpel,harald-gimpel-1
2012,CAN,womens-kayak-doubles-500-metres,Gold,GER,Germany,
2012,CAN,womens-kayak-doubles-500-metres,Silver,HUN,Hungary,
2012,CAN,womens-kayak-doubles-500-metres,Bronze,POL,Poland,
2008,CAN,womens-kayak-doubles-500-metres,Gold,HUN,Hungary,
2008,CAN,womens-kayak-doubles-500-metres,Silver,POL,Poland,
2008,CAN,womens-kayak-doubles-500-metres,Bronze,FRA,France,
2004,CAN,womens-kayak-doubles-500-metres,Gold,HUN,Hungary,
2004,CAN,womens-kayak-doubles-500-metres,Silver,GER,Germany,
2004,CAN,womens-kayak-doubles-500-metres,Bronze,POL,Poland,
2000,CAN,womens-kayak-doubles-500-metres,Gold,GER,Germany,
2000,CAN,womens-kayak-doubles-500-metres,Silver,HUN,Hungary,
2000,CAN,womens-kayak-doubles-500-metres,Bronze,POL,Poland,
1996,CAN,womens-kayak-doubles-500-metres,Gold,SWE,Sweden,
1996,CAN,womens-kayak-doubles-500-metres,Silver,GER,Germany,
1996,CAN,womens-kayak-doubles-500-metres,Bronze,AUS,Australia,
1992,CAN,womens-kayak-doubles-500-metres,Gold,GER,Germany,
1992,CAN,womens-kayak-doubles-500-metres,Silver,SWE,Sweden,
1992,CAN,womens-kayak-doubles-500-metres,Bronze,HUN,Hungary,
1988,CAN,womens-kayak-doubles-500-metres,Gold,GDR,East Germany,
1988,CAN,womens-kayak-doubles-500-metres,Silver,BUL,Bulgaria,
1988,CAN,womens-kayak-doubles-500-metres,Bronze,NED,Netherlands,
1984,CAN,womens-kayak-doubles-500-metres,Gold,SWE,Sweden,
1984,CAN,womens-kayak-doubles-500-metres,Silver,CAN,Canada,
1984,CAN,womens-kayak-doubles-500-metres,Bronze,FRG,West Germany,
1980,CAN,womens-kayak-doubles-500-metres,Gold,GDR,East Germany,
1980,CAN,womens-kayak-doubles-500-metres,Silver,URS,Soviet Union,
1980,CAN,womens-kayak-doubles-500-metres,Bronze,HUN,Hungary,
1976,CAN,womens-kayak-doubles-500-metres,Gold,URS,Soviet Union,
1976,CAN,womens-kayak-doubles-500-metres,Silver,HUN,Hungary,
1976,CAN,womens-kayak-doubles-500-metres,Bronze,GDR,East Germany,
1972,CAN,womens-kayak-doubles-500-metres,Gold,URS,Soviet Union,
1972,CAN,womens-kayak-doubles-500-metres,Silver,GDR,East Germany,
1972,CAN,womens-kayak-doubles-500-metres,Bronze,ROU,Romania,
1968,CAN,womens-kayak-doubles-500-metres,Gold,FRG,West Germany,
1968,CAN,womens-kayak-doubles-500-metres,Silver,HUN,Hungary,
1968,CAN,womens-kayak-doubles-500-metres,Bronze,URS,Soviet Union,
1964,CAN,womens-kayak-doubles-500-metres,Gold,GER,Germany,
1964,CAN,womens-kayak-doubles-500-metres,Silver,USA,United States,
1964,CAN,womens-kayak-doubles-500-metres,Bronze,ROU,Romania,
1960,CAN,womens-kayak-doubles-500-metres,Gold,URS,Soviet Union,
1960,CAN,womens-kayak-doubles-500-metres,Silver,GER,Germany,
1960,CAN,womens-kayak-doubles-500-metres,Bronze,HUN,Hungary,
2012,CAN,womens-kayak-fours-500-metres,Gold,HUN,Hungary,
2012,CAN,womens-kayak-fours-500-metres,Silver,GER,Germany,
2012,CAN,womens-kayak-fours-500-metres,Bronze,BLR,Belarus,
2008,CAN,womens-kayak-fours-500-metres,Gold,GER,Germany,
2008,CAN,womens-kayak-fours-500-metres,Silver,HUN,Hungary,
2008,CAN,womens-kayak-fours-500-metres,Bronze,AUS,Australia,
2004,CAN,womens-kayak-fours-500-metres,Gold,GER,Germany,
2004,CAN,womens-kayak-fours-500-metres,Silver,HUN,Hungary,
2004,CAN,womens-kayak-fours-500-metres,Bronze,UKR,Ukraine,
2000,CAN,womens-kayak-fours-500-metres,Gold,GER,Germany,
2000,CAN,womens-kayak-fours-500-metres,Silver,HUN,Hungary,
2000,CAN,womens-kayak-fours-500-metres,Bronze,ROU,Romania,
1996,CAN,womens-kayak-fours-500-metres,Gold,GER,Germany,
1996,CAN,womens-kayak-fours-500-metres,Silver,SUI,Switzerland,
1996,CAN,womens-kayak-fours-500-metres,Bronze,SWE,Sweden,
1992,CAN,womens-kayak-fours-500-metres,Gold,HUN,Hungary,
1992,CAN,womens-kayak-fours-500-metres,Silver,GER,Germany,
1992,CAN,womens-kayak-fours-500-metres,Bronze,SWE,Sweden,
1988,CAN,womens-kayak-fours-500-metres,Gold,GDR,East Germany,
1988,CAN,womens-kayak-fours-500-metres,Silver,HUN,Hungary,
1988,CAN,womens-kayak-fours-500-metres,Bronze,BUL,Bulgaria,
1984,CAN,womens-kayak-fours-500-metres,Gold,ROU,Romania,
1984,CAN,womens-kayak-fours-500-metres,Silver,SWE,Sweden,
1984,CAN,womens-kayak-fours-500-metres,Bronze,CAN,Canada,
2012,CAN,womens-kayak-singles-200-metres,Gold,NZL,Lisa Carrington,lisa-carrington-1
2012,CAN,womens-kayak-singles-200-metres,Silver,UKR,Inna Osypenko-Radomska,inna-osypenko-radomska-1
2012,CAN,womens-kayak-singles-200-metres,Bronze,HUN,Natasa Douchev-Janics,natasa-douchev-janics-1
2012,CAN,womens-kayak-singles-500-metres,Gold,HUN,Danuta KozÃ¡k,danuta-kozak-1
2012,CAN,womens-kayak-singles-500-metres,Silver,UKR,Inna Osypenko-Radomska,inna-osypenko-radomska-1
2012,CAN,womens-kayak-singles-500-metres,Bronze,RSA,Bridgitte Hartley,bridgitte-hartley-1
2008,CAN,womens-kayak-singles-500-metres,Gold,UKR,Inna Osypenko-Radomska,inna-osypenko-radomska-1
2008,CAN,womens-kayak-singles-500-metres,Silver,ITA,Josefa Idem-Guerrini,josefa-idem-guerrini-1
2008,CAN,womens-kayak-singles-500-metres,Bronze,GER,Katrin Wagner-Augustin,katrin-wagner-augustin-1
2004,CAN,womens-kayak-singles-500-metres,Gold,HUN,Natasa Douchev-Janics,natasa-douchev-janics-1
2004,CAN,womens-kayak-singles-500-metres,Silver,ITA,Josefa Idem-Guerrini,josefa-idem-guerrini-1
2004,CAN,womens-kayak-singles-500-metres,Bronze,CAN,Caroline Brunet,caroline-brunet-1
2000,CAN,womens-kayak-singles-500-metres,Gold,ITA,Josefa Idem-Guerrini,josefa-idem-guerrini-1
2000,CAN,womens-kayak-singles-500-metres,Silver,CAN,Caroline Brunet,caroline-brunet-1
2000,CAN,womens-kayak-singles-500-metres,Bronze,AUS,Katrin Borchert,katrin-borchert-1
1996,CAN,womens-kayak-singles-500-metres,Gold,HUN,Rita KÅbÃ¡n,rita-koban-1
1996,CAN,womens-kayak-singles-500-metres,Silver,CAN,Caroline Brunet,caroline-brunet-1
1996,CAN,womens-kayak-singles-500-metres,Bronze,ITA,Josefa Idem-Guerrini,josefa-idem-guerrini-1
1992,CAN,womens-kayak-singles-500-metres,Gold,GER,Birgit Fischer-Schmidt,birgit-fischer-schmidt-1
1992,CAN,womens-kayak-singles-500-metres,Silver,HUN,Rita KÅbÃ¡n,rita-koban-1
1992,CAN,womens-kayak-singles-500-metres,Bronze,POL,Izabella Dylewska-Åwiatowiak,izabella-dylewska-swiatowiak-1
1988,CAN,womens-kayak-singles-500-metres,Gold,BUL,Vanya Gesheva,vanya-gesheva-1
1988,CAN,womens-kayak-singles-500-metres,Silver,GDR,Birgit Fischer-Schmidt,birgit-fischer-schmidt-1
1988,CAN,womens-kayak-singles-500-metres,Bronze,POL,Izabella Dylewska-Åwiatowiak,izabella-dylewska-swiatowiak-1
1984,CAN,womens-kayak-singles-500-metres,Gold,SWE,Agneta Andersson,agneta-andersson-1
1984,CAN,womens-kayak-singles-500-metres,Silver,FRG,Barbara Lewe-Pohlmann-SchÃ¼ttpelz,barbara-lewe-pohlmann-schuttpelz-1
1984,CAN,womens-kayak-singles-500-metres,Bronze,NED,Annemiek Derckx,annemiek-derckx-1
1980,CAN,womens-kayak-singles-500-metres,Gold,GDR,Birgit Fischer-Schmidt,birgit-fischer-schmidt-1
1980,CAN,womens-kayak-singles-500-metres,Silver,BUL,Vanya Gesheva,vanya-gesheva-1
1980,CAN,womens-kayak-singles-500-metres,Bronze,URS,Antonina Melnikova,antonina-melnikova-1
1976,CAN,womens-kayak-singles-500-metres,Gold,GDR,Carola Zirzow,carola-zirzow-1
1976,CAN,womens-kayak-singles-500-metres,Silver,URS,Tatyana Korshunova,tatyana-korshunova-1
1976,CAN,womens-kayak-singles-500-metres,Bronze,HUN,KlÃ¡ra Rajnai,klara-rajnai-1
1972,CAN,womens-kayak-singles-500-metres,Gold,URS,Yuliya Riabchynska,yuliya-riabchynska-1
1972,CAN,womens-kayak-singles-500-metres,Silver,NED,Mieke Jaapies,mieke-jaapies-1
1972,CAN,womens-kayak-singles-500-metres,Bronze,HUN,Anna Pfeffer,anna-pfeffer-1
1968,CAN,womens-kayak-singles-500-metres,Gold,URS,Lyudmila Khvedosyuk-Pinayeva,lyudmila-khvedosyuk-pinayeva-1
1968,CAN,womens-kayak-singles-500-metres,Silver,FRG,Renate Breuer,renate-breuer-1
1968,CAN,womens-kayak-singles-500-metres,Bronze,ROU,Viorica Dumitru,viorica-dumitru-1
1964,CAN,womens-kayak-singles-500-metres,Gold,URS,Lyudmila Khvedosyuk-Pinayeva,lyudmila-khvedosyuk-pinayeva-1
1964,CAN,womens-kayak-singles-500-metres,Silver,ROU,Hilde Lauer,hilde-lauer-1
1964,CAN,womens-kayak-singles-500-metres,Bronze,USA,Marcia Jones Smoke,marcia-jones-smoke-1
1960,CAN,womens-kayak-singles-500-metres,Gold,URS,Antonina Seredina,antonina-seredina-1
1960,CAN,womens-kayak-singles-500-metres,Silver,GER,Therese Zenz,therese-zenz-1
1960,CAN,womens-kayak-singles-500-metres,Bronze,POL,Daniela Walkowiak-Pilecka,daniela-walkowiak-pilecka-1
1956,CAN,womens-kayak-singles-500-metres,Gold,URS,Yelizaveta Dementyeva,yelizaveta-dementyeva-1
1956,CAN,womens-kayak-singles-500-metres,Silver,GER,Therese Zenz,therese-zenz-1
1956,CAN,womens-kayak-singles-500-metres,Bronze,DEN,Tove SÃ¸by,tove-soby-1
1952,CAN,womens-kayak-singles-500-metres,Gold,FIN,Sylvi Saimo,sylvi-saimo-1
1952,CAN,womens-kayak-singles-500-metres,Silver,AUT,Gertrude Liebhart,gertrude-liebhart-1
1952,CAN,womens-kayak-singles-500-metres,Bronze,URS,Nina Savina,nina-savina-1
1948,CAN,womens-kayak-singles-500-metres,Gold,DEN,Karen Hoff,karen-hoff-1
1948,CAN,womens-kayak-singles-500-metres,Silver,NED,Lida van der Anker-Doedens,lida-van-der-anker-doedens-1
1948,CAN,womens-kayak-singles-500-metres,Bronze,AUT,Fritzi Schwingl,fritzi-schwingl-1
2012,CAN,womens-kayak-singles-slalom,Gold,FRA,Emilie Fer,emilie-fer-1
2012,CAN,womens-kayak-singles-slalom,Silver,AUS,Jess Fox,jess-fox-1
2012,CAN,womens-kayak-singles-slalom,Bronze,ESP,Maialen Chourraut,maialen-chourraut-1
2008,CAN,womens-kayak-singles-slalom,Gold,SVK,Elena KaliskÃ¡,elena-kaliska-1
2008,CAN,womens-kayak-singles-slalom,Silver,AUS,Jacqui Lawrence,jacqui-lawrence-1
2008,CAN,womens-kayak-singles-slalom,Bronze,AUT,Violetta Oblinger-Peters,violetta-oblinger-peters-1
2004,CAN,womens-kayak-singles-slalom,Gold,SVK,Elena KaliskÃ¡,elena-kaliska-1
2004,CAN,womens-kayak-singles-slalom,Silver,USA,Rebecca Giddens,rebecca-giddens-1
2004,CAN,womens-kayak-singles-slalom,Bronze,GBR,Helen Reeves,helen-reeves-1
2000,CAN,womens-kayak-singles-slalom,Gold,CZE,Å tÄpÃ¡nka HilgertovÃ¡,stepanka-hilgertova-1
2000,CAN,womens-kayak-singles-slalom,Silver,FRA,Brigitte Guibal,brigitte-guibal-1
2000,CAN,womens-kayak-singles-slalom,Bronze,FRA,Anne-Lise Bardet,anne-lise-bardet-1
1996,CAN,womens-kayak-singles-slalom,Gold,CZE,Å tÄpÃ¡nka HilgertovÃ¡,stepanka-hilgertova-1
1996,CAN,womens-kayak-singles-slalom,Silver,USA,Dana Chladek,dana-chladek-1
1996,CAN,womens-kayak-singles-slalom,Bronze,FRA,Myriam Jerusalmi-Fox,myriam-jerusalmi-fox-1
1992,CAN,womens-kayak-singles-slalom,Gold,GER,Elisabeth Micheler-Jones,elisabeth-micheler-jones-1
1992,CAN,womens-kayak-singles-slalom,Silver,AUS,Danielle Woodward,danielle-woodward-1
1992,CAN,womens-kayak-singles-slalom,Bronze,USA,Dana Chladek,dana-chladek-1
1972,CAN,womens-kayak-singles-slalom,Gold,GDR,Angelika Bahmann,angelika-bahmann-1
1972,CAN,womens-kayak-singles-slalom,Silver,FRG,Gisela Grothaus,gisela-grothaus-1
1972,CAN,womens-kayak-singles-slalom,Bronze,FRG,Magdalena Wunderlich,magdalena-wunderlich-1
1900,CRI,mens-cricket,Gold,GBR,Great Britain,
1900,CRI,mens-cricket,Silver,MIX,Mixed team,
1900,CRO,mixed-doubles,Gold,FRA,France,
1900,CRO,mixed-singles-one-ball,Gold,FRA,Gaston Aumoitte,gaston-aumoitte-1
1900,CRO,mixed-singles-one-ball,Silver,FRA,Georges Johin,georges-johin-1
1900,CRO,mixed-singles-one-ball,Bronze,FRA,ChrÃ©tien Waydelich,chretien-waydelich-1
1900,CRO,mixed-singles-two-balls,Gold,FRA,ChrÃ©tien Waydelich,chretien-waydelich-1
1900,CRO,mixed-singles-two-balls,Silver,FRA,Maurice Vignerot,maurice-vignerot-1
1900,CRO,mixed-singles-two-balls,Bronze,FRA,Jacques Sautereau,jacques-sautereau-1
1904,CYC,mens-1-2-mile,Gold,USA,Marcus Hurley,marcus-hurley-1
1904,CYC,mens-1-2-mile,Silver,USA,Teddy Billington,teddy-billington-1
1904,CYC,mens-1-2-mile,Bronze,USA,Burton Downing,burton-downing-1
1904,CYC,mens-1-3-mile,Gold,USA,Marcus Hurley,marcus-hurley-1
1904,CYC,mens-1-3-mile,Silver,USA,Burton Downing,burton-downing-1
1904,CYC,mens-1-3-mile,Bronze,USA,Teddy Billington,teddy-billington-1
1904,CYC,mens-1-4-mile,Gold,USA,Marcus Hurley,marcus-hurley-1
1904,CYC,mens-1-4-mile,Silver,USA,Burton Downing,burton-downing-1
1904,CYC,mens-1-4-mile,Bronze,USA,Teddy Billington,teddy-billington-1
1904,CYC,mens-1-mile,Gold,USA,Marcus Hurley,marcus-hurley-1
1904,CYC,mens-1-mile,Silver,USA,Burton Downing,burton-downing-1
1904,CYC,mens-1-mile,Bronze,USA,Teddy Billington,teddy-billington-1
1992,CYC,mens-100-kilometres-team-time-trial,Gold,GER,Germany,
1992,CYC,mens-100-kilometres-team-time-trial,Silver,ITA,Italy,
1992,CYC,mens-100-kilometres-team-time-trial,Bronze,FRA,France,
1988,CYC,mens-100-kilometres-team-time-trial,Gold,GDR,East Germany,
1988,CYC,mens-100-kilometres-team-time-trial,Silver,POL,Poland,
1988,CYC,mens-100-kilometres-team-time-trial,Bronze,SWE,Sweden,
1984,CYC,mens-100-kilometres-team-time-trial,Gold,ITA,Italy,
1984,CYC,mens-100-kilometres-team-time-trial,Silver,SUI,Switzerland,
1984,CYC,mens-100-kilometres-team-time-trial,Bronze,USA,United States,
1980,CYC,mens-100-kilometres-team-time-trial,Gold,URS,Soviet Union,
1980,CYC,mens-100-kilometres-team-time-trial,Silver,GDR,East Germany,
1980,CYC,mens-100-kilometres-team-time-trial,Bronze,TCH,Czechoslovakia,
1976,CYC,mens-100-kilometres-team-time-trial,Gold,URS,Soviet Union,
1976,CYC,mens-100-kilometres-team-time-trial,Silver,POL,Poland,
1976,CYC,mens-100-kilometres-team-time-trial,Bronze,DEN,Denmark,
1972,CYC,mens-100-kilometres-team-time-trial,Gold,URS,Soviet Union,
1972,CYC,mens-100-kilometres-team-time-trial,Silver,POL,Poland,
1968,CYC,mens-100-kilometres-team-time-trial,Gold,NED,Netherlands,
1968,CYC,mens-100-kilometres-team-time-trial,Silver,SWE,Sweden,
1968,CYC,mens-100-kilometres-team-time-trial,Bronze,ITA,Italy,
1964,CYC,mens-100-kilometres-team-time-trial,Gold,NED,Netherlands,
1964,CYC,mens-100-kilometres-team-time-trial,Silver,ITA,Italy,
1964,CYC,mens-100-kilometres-team-time-trial,Bronze,SWE,Sweden,
1960,CYC,mens-100-kilometres-team-time-trial,Gold,ITA,Italy,
1960,CYC,mens-100-kilometres-team-time-trial,Silver,GER,Germany,
1960,CYC,mens-100-kilometres-team-time-trial,Bronze,URS,Soviet Union,
1908,CYC,mens-100-kilometres,Gold,GBR,Charles Bartlett,charles-bartlett-1
1908,CYC,mens-100-kilometres,Silver,GBR,Charles Denny,charles-denny-1
1908,CYC,mens-100-kilometres,Bronze,FRA,Octave Lapize,octave-lapize-1
1896,CYC,mens-100-kilometres,Gold,FRA,LÃ©on Flameng,leon-flameng-1
1896,CYC,mens-100-kilometres,Silver,GRE,Georgios Koletis,georgios-koletis-1
2004,CYC,mens-1000-metres-time-trial,Gold,GBR,Chris Hoy,chris-hoy-1
2004,CYC,mens-1000-metres-time-trial,Silver,FRA,Arnaud Tournant,arnaud-tournant-1
2004,CYC,mens-1000-metres-time-trial,Bronze,GER,Stefan Nimke,stefan-nimke-1
2000,CYC,mens-1000-metres-time-trial,Gold,GBR,Jason Queally,jason-queally-1
2000,CYC,mens-1000-metres-time-trial,Silver,GER,Stefan Nimke,stefan-nimke-1
2000,CYC,mens-1000-metres-time-trial,Bronze,AUS,Shane Kelly,shane-kelly-1
1996,CYC,mens-1000-metres-time-trial,Gold,FRA,Florian Rousseau,florian-rousseau-1
1996,CYC,mens-1000-metres-time-trial,Silver,USA,Erin Hartwell,erin-hartwell-1
1996,CYC,mens-1000-metres-time-trial,Bronze,JPN,Takanobu Jumonji,takanobu-jumonji-1
1992,CYC,mens-1000-metres-time-trial,Gold,ESP,JosÃ© Moreno,jose-moreno-1
1992,CYC,mens-1000-metres-time-trial,Silver,AUS,Shane Kelly,shane-kelly-1
1992,CYC,mens-1000-metres-time-trial,Bronze,USA,Erin Hartwell,erin-hartwell-1
1988,CYC,mens-1000-metres-time-trial,Gold,URS,Aleksandr Kirichenko,aleksandr-kirichenko-1
1988,CYC,mens-1000-metres-time-trial,Silver,AUS,Martin Vinnicombe,martin-vinnicombe-1
1988,CYC,mens-1000-metres-time-trial,Bronze,FRG,Robert Lechner,robert-lechner-1
1984,CYC,mens-1000-metres-time-trial,Gold,FRG,Fredy Schmidtke,fredy-schmidtke-1
1984,CYC,mens-1000-metres-time-trial,Silver,CAN,Curt Harnett,curt-harnett-1
1984,CYC,mens-1000-metres-time-trial,Bronze,FRA,Fabrice Colas,fabrice-colas-1
1980,CYC,mens-1000-metres-time-trial,Gold,GDR,Lothar Thoms,lothar-thoms-1
1980,CYC,mens-1000-metres-time-trial,Silver,URS,Aleksandr Panfilov,aleksandr-panfilov-1
1980,CYC,mens-1000-metres-time-trial,Bronze,JAM,David Weller,david-weller-1
1976,CYC,mens-1000-metres-time-trial,Gold,GDR,Klaus-JÃ¼rgen GrÃ¼nke,klaus-jurgen-grunke-1
1976,CYC,mens-1000-metres-time-trial,Silver,BEL,Michel Vaarten,michel-vaarten-1
1976,CYC,mens-1000-metres-time-trial,Bronze,DEN,Niels Fredborg,niels-fredborg-1
1972,CYC,mens-1000-metres-time-trial,Gold,DEN,Niels Fredborg,niels-fredborg-1
1972,CYC,mens-1000-metres-time-trial,Silver,AUS,Danny Clark,danny-clark-1
1972,CYC,mens-1000-metres-time-trial,Bronze,GDR,JÃ¼rgen SchÃ¼tze,jurgen-schutze-1
